model,row_index,token,shap_value,abs_shap_value
single_task_transformer,1,[''],-0.0010997767496684736,0.0010997767496684736
single_task_transformer,1,[''],-0.0010997767496684736,0.0010997767496684736
single_task_transformer,1,[''],-0.0010997767496684736,0.0010997767496684736
single_task_transformer,1,[''],-0.0010997767496684736,0.0010997767496684736
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,2,[''],0.0002838233485817909,0.0002838233485817909
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,3,[''],-0.0005820924416184425,0.0005820924416184425
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
single_task_transformer,4,[''],-6.350688636302948e-05,6.350688636302948e-05
